C,gamma,subsample,test_acc,test_loss,seed_count,seeds,row_id
0.0009765625,0.0009765625,0.11111111,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000001
0.0009765625,0.0009765625,0.33333334,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000002
0.0009765625,0.0009765625,1.0,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000003
0.0009765625,0.001953125,0.11111111,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000004
0.0009765625,0.001953125,0.33333334,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000005
0.0009765625,0.001953125,1.0,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000006
0.0009765625,0.00390625,0.11111111,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000007
0.0009765625,0.00390625,0.33333334,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000008
0.0009765625,0.00390625,1.0,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000009
0.0009765625,0.0078125,0.11111111,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000010
0.0009765625,0.0078125,0.33333334,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000011
0.0009765625,0.0078125,1.0,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000012
0.0009765625,0.015625,0.11111111,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000013
0.0009765625,0.015625,0.33333334,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000014
0.0009765625,0.015625,1.0,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000015
0.0009765625,0.03125,0.11111111,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000016
0.0009765625,0.03125,0.33333334,0.786034482758621,0.213965517241379,5,1319;665;7222;7541;8916,hpo_000017
0.0009765625,0.03125,1.0,0.827034482758621,0.172965517241379,5,1319;665;7222;7541;8916,hpo_000018
