alpha,batch_size,depth,learning_rate_init,width,iter,subsample,test_acc,test_loss,seed_count,seeds,row_id
0.00027825593,10.0,1.0,0.00012915497,101.0,243.0,1.0,0.892397660818713,0.107602339181287,5,1319;665;7222;7541;8916,hpo_000001
0.00027825593,10.0,1.0,0.00012915497,101.0,27.0,1.0,0.908771929824561,0.0912280701754385,5,1319;665;7222;7541;8916,hpo_000002
0.00027825593,10.0,1.0,0.00012915497,101.0,3.0,1.0,0.82962962962963,0.17037037037037,5,1319;665;7222;7541;8916,hpo_000003
0.00027825593,10.0,1.0,0.00012915497,101.0,81.0,1.0,0.905263157894737,0.094736842105263,5,1319;665;7222;7541;8916,hpo_000004
0.00027825593,10.0,1.0,0.00012915497,101.0,9.0,1.0,0.884210526315789,0.115789473684211,5,1319;665;7222;7541;8916,hpo_000005
0.00027825593,10.0,1.0,0.00012915497,1024.0,243.0,1.0,0.894346978557505,0.105653021442495,5,1319;665;7222;7541;8916,hpo_000006
0.00027825593,10.0,1.0,0.00012915497,1024.0,27.0,1.0,0.905263157894737,0.0947368421052632,5,1319;665;7222;7541;8916,hpo_000007
0.00027825593,10.0,1.0,0.00012915497,1024.0,3.0,1.0,0.893567251461988,0.106432748538012,5,1319;665;7222;7541;8916,hpo_000008
0.00027825593,10.0,1.0,0.00012915497,1024.0,81.0,1.0,0.895126705653021,0.104873294346979,5,1319;665;7222;7541;8916,hpo_000009
0.00027825593,10.0,1.0,0.00012915497,1024.0,9.0,1.0,0.912280701754386,0.0877192982456141,5,1319;665;7222;7541;8916,hpo_000010
0.00027825593,10.0,1.0,0.00012915497,16.0,243.0,1.0,0.902923976608187,0.097076023391813,5,1319;665;7222;7541;8916,hpo_000011
0.00027825593,10.0,1.0,0.00012915497,16.0,27.0,1.0,0.885769980506823,0.114230019493177,5,1319;665;7222;7541;8916,hpo_000012
0.00027825593,10.0,1.0,0.00012915497,16.0,3.0,1.0,0.610136452241715,0.389863547758285,5,1319;665;7222;7541;8916,hpo_000013
0.00027825593,10.0,1.0,0.00012915497,16.0,81.0,1.0,0.902144249512671,0.0978557504873294,5,1319;665;7222;7541;8916,hpo_000014
0.00027825593,10.0,1.0,0.00012915497,16.0,9.0,1.0,0.787134502923977,0.212865497076023,5,1319;665;7222;7541;8916,hpo_000015
0.00027825593,10.0,1.0,0.00012915497,161.0,243.0,1.0,0.895126705653021,0.104873294346979,5,1319;665;7222;7541;8916,hpo_000016
0.00027825593,10.0,1.0,0.00012915497,161.0,27.0,1.0,0.911890838206628,0.0881091617933724,5,1319;665;7222;7541;8916,hpo_000017
0.00027825593,10.0,1.0,0.00012915497,161.0,3.0,1.0,0.851851851851852,0.148148148148148,5,1319;665;7222;7541;8916,hpo_000018
0.00027825593,10.0,1.0,0.00012915497,161.0,81.0,1.0,0.904873294346979,0.0951267056530213,5,1319;665;7222;7541;8916,hpo_000019
0.00027825593,10.0,1.0,0.00012915497,161.0,9.0,1.0,0.89551656920078,0.10448343079922,5,1319;665;7222;7541;8916,hpo_000020
0.00027825593,10.0,1.0,0.00012915497,25.0,243.0,1.0,0.906042884990253,0.0939571150097466,5,1319;665;7222;7541;8916,hpo_000021
0.00027825593,10.0,1.0,0.00012915497,25.0,27.0,1.0,0.896686159844055,0.103313840155945,5,1319;665;7222;7541;8916,hpo_000022
0.00027825593,10.0,1.0,0.00012915497,25.0,3.0,1.0,0.692397660818713,0.307602339181287,5,1319;665;7222;7541;8916,hpo_000023
0.00027825593,10.0,1.0,0.00012915497,25.0,81.0,1.0,0.906432748538012,0.0935672514619883,5,1319;665;7222;7541;8916,hpo_000024
0.00027825593,10.0,1.0,0.00012915497,25.0,9.0,1.0,0.845224171539961,0.154775828460039,5,1319;665;7222;7541;8916,hpo_000025
0.00027825593,10.0,1.0,0.00012915497,256.0,243.0,1.0,0.895126705653021,0.104873294346979,5,1319;665;7222;7541;8916,hpo_000026
0.00027825593,10.0,1.0,0.00012915497,256.0,27.0,1.0,0.910721247563353,0.0892787524366472,5,1319;665;7222;7541;8916,hpo_000027
0.00027825593,10.0,1.0,0.00012915497,256.0,3.0,1.0,0.866666666666667,0.133333333333333,5,1319;665;7222;7541;8916,hpo_000028
0.00027825593,10.0,1.0,0.00012915497,256.0,81.0,1.0,0.899805068226121,0.100194931773879,5,1319;665;7222;7541;8916,hpo_000029
0.00027825593,10.0,1.0,0.00012915497,256.0,9.0,1.0,0.902923976608187,0.097076023391813,5,1319;665;7222;7541;8916,hpo_000030
0.00027825593,10.0,1.0,0.00012915497,40.0,243.0,1.0,0.902144249512671,0.0978557504873294,5,1319;665;7222;7541;8916,hpo_000031
0.00027825593,10.0,1.0,0.00012915497,40.0,27.0,1.0,0.901364522417154,0.098635477582846,5,1319;665;7222;7541;8916,hpo_000032
0.00027825593,10.0,1.0,0.00012915497,40.0,3.0,1.0,0.752826510721248,0.247173489278752,5,1319;665;7222;7541;8916,hpo_000033
0.00027825593,10.0,1.0,0.00012915497,40.0,81.0,1.0,0.90916179337232,0.0908382066276803,5,1319;665;7222;7541;8916,hpo_000034
0.00027825593,10.0,1.0,0.00012915497,40.0,9.0,1.0,0.864327485380117,0.135672514619883,5,1319;665;7222;7541;8916,hpo_000035
0.00027825593,10.0,1.0,0.00012915497,406.0,243.0,1.0,0.897855750487329,0.102144249512671,5,1319;665;7222;7541;8916,hpo_000036
